r(A),g(r)
7.815000000000000391e+00,9.993869406164526126e-01
7.825000000000000178e+00,1.002228251367862422e+00
7.834999999999999964e+00,9.980857862705306838e-01
7.845000000000000639e+00,9.895172887772946124e-01
7.855000000000000426e+00,1.003997235963094870e+00
7.865000000000000213e+00,9.987480334005345295e-01
7.875000000000000000e+00,9.965308169021076523e-01
7.884999999999999787e+00,9.940047575454670215e-01
7.894999999999999574e+00,9.913023681673691634e-01
7.905000000000000249e+00,9.992368943135007120e-01
7.915000000000000036e+00,1.000283765612644427e+00
7.924999999999999822e+00,9.915796400691140322e-01
7.935000000000000497e+00,9.998122442861088199e-01
7.945000000000000284e+00,1.004971051708282159e+00
7.955000000000000071e+00,9.952673583812029490e-01
7.964999999999999858e+00,1.006616140214433353e+00
7.974999999999999645e+00,9.995380125799617765e-01
7.985000000000000320e+00,9.953457181854725722e-01
7.995000000000000107e+00,9.968822317468981620e-01
